2.07027   6.36339   4.29312     K3V              GJ_18.0_
2.07592   6.15538   4.07946     K3V              HD_122064_
2.08159   6.37663   4.29504     K3V              GJ_9754_
2.08232   6.35231   4.26999     K3V              GJ_649.1_C_
2.08519   6.31042   4.22523     K2               HD_156985_
2.0859    6.51833   4.43242     K5V              GJ_845_
2.08649   6.15326   4.06677     K3+V             GJ_183_
2.08671   7.0485    4.96179     K5V              GJ_820_A_
2.09054   6.44496   4.35441     K2V              GJ_621_
2.09749   6.35138   4.25388     K3V              GJ_349_
2.10212   6.24462   4.1425      K3V              GJ_321_
2.10446   6.36711   4.26264     K3.5V            GJ_565_
2.10619   6.27264   4.16645     K3V(k)           HD_220221_
2.11367   6.18743   4.07375     K3V              HD_156668_
2.11549   6.05735   3.94186     K2V              GJ_66_A_
2.11616   6.32732   4.21117     K4/5V            GJ_9731_
2.12088   6.45117   4.33029     K3V              GJ_612_
2.12106   6.52233   4.40127     K3.5V            GJ_250_A_
2.12985   6.31056   4.18072     K3               GJ_556_
2.1314    6.38895   4.25756     K3Vk             GJ_3122_
2.13325   6.22032   4.08707     K3+V             GJ_1244_
2.13331   6.24475   4.11144     K3.5V(k)         GJ_429.4_
2.13711   6.33864   4.20153     K3+V             GJ_1247_
2.14019   6.25853   4.11834     K3.5V            HD_107576_
2.14348   6.34318   4.1997      K3V              GJ_2102_
2.14834   6.4268    4.27846     K3V              HD_150689_
2.16124   5.4508    3.28956     K2.5Vke          GJ_1124_
2.16243   6.55785   4.39543     K3               GJ_838.1_A_
2.16818   6.48313   4.31495     K3V              GJ_9500_
2.17009   6.36275   4.19266     K3.5Vk:          GJ_1048_A_
2.17296   6.46083   4.28787     K3+V             GJ_902_
2.17793   6.51047   4.33253     K4V              GJ_420_A_
2.17931   6.43801   4.2587      K3V              HD_119802_
2.18346   6.53074   4.34728     K3V              GJ_824_
2.1839    6.31796   4.13406     K4V              GJ_862_
2.18656   6.4177    4.23114     K3/4V            HD_13789_
2.18851   6.51461   4.3261      K3.5Vk:          GJ_3346_
2.19331   6.53772   4.34441     K3.5V            GJ_1126_
2.19743   6.55851   4.36108     K3.5V            GJ_241_
2.19779   6.55306   4.35527     K4               GJ_3464_
2.19953   6.3114    4.11187     K4V              GJ_715_
2.20115   6.58044   4.37929     K3V              HD_139477_
2.20574   6.61927   4.41354     K3.5Vk:          GJ_1246_
2.20617   6.4955    4.28933     K3.5V            GJ_3833_
2.2073    6.68432   4.47702     K3.5Vk:          HD_90884_
2.21398   5.66071   3.44673     K2Ve             GJ_233_
2.21556   6.46943   4.25387     K0               GJ_727_
2.22326   6.61757   4.39432     K4               GJ_767.1_B_
2.22642   6.47006   4.24365     K3.5Vk:          GJ_2037_
2.2266    6.50326   4.27666     K4V              GJ_293.1_
2.22741   6.64427   4.41687     K3.5V            GJ_74_
2.23079   6.55577   4.32498     K4Vk:            HD_224607_
2.23358   6.76304   4.52946     K3+Vk:           GJ_1280_
2.23881   6.5871    4.34829     K4V              GJ_1094_
2.24106   6.74232   4.50125     K4-V(k)          GJ_293.2_
2.24891   6.64167   4.39276     K3.5Vk:          GJ_3167_
2.25732   6.66433   4.40701     K4Vk:            GJ_2004_
2.25908   6.81844   4.55936     K3.5V            GJ_3217_
2.25953   6.46795   4.20843     K4V              GJ_365_
2.26404   6.5148    4.25077     K4V              GJ_570_A_
2.27079   7.30387   5.03308     K3+V             HD_217486_
2.27094   6.47073   4.19978     K4V              GJ_53.1_A_
2.27325   6.87639   4.60314     K2               HD_23040_
2.2744    6.53843   4.26403     K2               BD+82_733_
2.27839   6.76469   4.4863      K3.5V            GJ_9115_A_
2.28021   6.70901   4.4288      K4V              GJ_3905_
2.28064   6.55504   4.2744      K5V              GJ_775_
2.28253   6.77103   4.4885      K4V              GJ_689_
2.28419   6.48308   4.19889     K4V              HD_95174A_
2.28687   6.68736   4.4005      K4Ve             GJ_879_
2.28873   6.59511   4.30638     K5               BD+19_451_
2.29323   6.86101   4.56778     K4.5Vk:          GJ_435_
2.29966   6.81582   4.51617     K5               GJ_690_
2.30355   6.58531   4.28176     K4Vk:            GJ_9391_A_
2.31062   6.49432   4.1837      K4/5V            GJ_3606_
2.31174   6.692     4.38026     K4Vk:            GJ_1071_
2.31176   6.62148   4.30972     K4.5V            GJ_143_
2.31216   6.67827   4.36611     K4.5Vk:          HD_170573_
